task,model,reasoning,difficulty_sd,tokens,performance,exact15
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.2542311974872475,0
Exponentiation,google__gemini-2.5-flash,none,21.0,23,0.15856822075764204,0
Exponentiation,google__gemini-2.5-flash,none,10.0,65526,5.5805751477972665e-06,0
Exponentiation,google__gemini-2.5-flash,none,6.0,18,0.2519788360619152,0
Exponentiation,google__gemini-2.5-flash,none,4.0,20,0.4924470553443795,0
Exponentiation,google__gemini-2.5-flash,none,5.0,16,0.06830511484372019,0
Exponentiation,google__gemini-2.5-flash,none,22.0,22,0.2558966769869491,0
Exponentiation,google__gemini-2.5-flash,none,24.0,23,0.1969487281720537,0
Exponentiation,google__gemini-2.5-flash,none,4.0,16,0.005948809309562276,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.23699839961560656,0
Exponentiation,google__gemini-2.5-flash,none,8.0,27,0.02583980189710514,0
Exponentiation,google__gemini-2.5-flash,none,5.0,14,0.20480794044355913,0
Exponentiation,google__gemini-2.5-flash,none,9.0,24,0.12981652236450061,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.158088189863772,0
Exponentiation,google__gemini-2.5-flash,none,18.0,23,0.0591299373827922,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.17368571007637618,0
Exponentiation,google__gemini-2.5-flash,none,4.0,23,0.21044983234307985,0
Exponentiation,google__gemini-2.5-flash,none,7.0,17,0.005807149933757321,0
Exponentiation,google__gemini-2.5-flash,none,7.0,65526,6.484179673353937e-12,0
Exponentiation,google__gemini-2.5-flash,none,9.0,23,0.15861466638005106,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.12992899375490724,0
Exponentiation,google__gemini-2.5-flash,none,6.0,22,5.7784821327909805e-05,0
Exponentiation,google__gemini-2.5-flash,none,15.0,23,0.15760494913785186,0
Exponentiation,google__gemini-2.5-flash,none,26.0,11,0.33831826397155956,0
Exponentiation,google__gemini-2.5-flash,none,16.0,23,0.1343559761645225,0
Exponentiation,google__gemini-2.5-flash,none,16.0,22,0.2679081767628263,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.11995219254736528,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.1830595521294148,0
Exponentiation,google__gemini-2.5-flash,none,8.0,43683,1.897817579168322e-10,0
Exponentiation,google__gemini-2.5-flash,none,21.0,23,0.2162499318626118,0
Exponentiation,google__gemini-2.5-flash,none,8.0,13,0.1731564581205246,0
Exponentiation,google__gemini-2.5-flash,none,9.0,23,0.25958021225016975,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.229056030266461,0
Exponentiation,google__gemini-2.5-flash,none,6.0,23,0.0056103537639538865,0
Exponentiation,google__gemini-2.5-flash,none,4.0,23,1.0,0
Exponentiation,google__gemini-2.5-flash,none,6.0,27,0.2298149317374928,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.22155716445964202,0
Exponentiation,google__gemini-2.5-flash,none,6.0,23,0.041055552802376855,0
Exponentiation,google__gemini-2.5-flash,none,4.0,23,0.4327625547895079,0
Exponentiation,google__gemini-2.5-flash,none,8.0,18,0.2572873578387344,0
Exponentiation,google__gemini-2.5-flash,none,4.0,18,0.19478852432325366,0
Exponentiation,google__gemini-2.5-flash,none,4.0,27,0.01478447935502711,0
Exponentiation,google__gemini-2.5-flash,none,6.0,24,0.2298849890273382,0
Exponentiation,google__gemini-2.5-flash,none,6.0,24,0.2814577102213964,0
Exponentiation,google__gemini-2.5-flash,none,9.0,23,0.2818377465723362,0
Exponentiation,google__gemini-2.5-flash,none,7.0,30,0.0028740689257125015,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.002757004883411639,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.11468571032832604,0
Exponentiation,google__gemini-2.5-flash,none,3.0,12,1.0,1
Exponentiation,google__gemini-2.5-flash,none,6.0,17,0.3274828825808749,0
Exponentiation,google__gemini-2.5-flash,none,4.0,23,0.4328453947826462,0
Exponentiation,google__gemini-2.5-flash,none,22.0,23,0.1082641217682301,0
Exponentiation,google__gemini-2.5-flash,none,7.0,17,0.45504470851025014,0
Exponentiation,google__gemini-2.5-flash,none,19.0,23,0.06679313049988031,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.19880856496975205,0
Exponentiation,google__gemini-2.5-flash,none,5.0,25,0.24914236126814732,0
Exponentiation,google__gemini-2.5-flash,none,6.0,27,0.22876700837887817,0
Exponentiation,google__gemini-2.5-flash,none,10.0,23,0.14632769103372495,0
Exponentiation,google__gemini-2.5-flash,none,8.0,17,0.6062077235801536,0
Exponentiation,google__gemini-2.5-flash,none,26.0,23,0.19321697661834134,0
Exponentiation,google__gemini-2.5-flash,none,16.0,23,0.1882904327322252,0
Exponentiation,google__gemini-2.5-flash,none,8.0,65526,7.023222056390165e-06,0
Exponentiation,google__gemini-2.5-flash,none,6.0,13,0.46942552963755263,0
Exponentiation,google__gemini-2.5-flash,none,4.0,26,0.014173872858762903,0
Exponentiation,google__gemini-2.5-flash,none,6.0,22,0.23550583419610127,0
Exponentiation,google__gemini-2.5-flash,none,8.0,28,0.2526375997240765,0
Exponentiation,google__gemini-2.5-flash,none,4.0,25,0.43052246102745956,0
Exponentiation,google__gemini-2.5-flash,none,7.0,25,0.48890948803786066,0
Exponentiation,google__gemini-2.5-flash,none,5.0,23,0.11576582368102674,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.22244867888302614,0
Exponentiation,google__gemini-2.5-flash,none,7.0,14,0.5394234523362001,0
Exponentiation,google__gemini-2.5-flash,none,11.0,22,0.010949480569712757,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.20817993697576695,0
Exponentiation,google__gemini-2.5-flash,none,8.0,27,0.174160767364596,0
Exponentiation,google__gemini-2.5-flash,none,4.0,28,0.24728573255762473,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.16748178156528645,0
Exponentiation,google__gemini-2.5-flash,none,16.0,23,0.08755976165742982,0
Exponentiation,google__gemini-2.5-flash,none,6.0,27,0.24092772524195585,0
Exponentiation,google__gemini-2.5-flash,none,17.0,23,0.22777809482532926,0
Exponentiation,google__gemini-2.5-flash,none,7.0,24,0.2074584007502915,0
Exponentiation,google__gemini-2.5-flash,none,4.0,25,0.9959904123383444,0
Exponentiation,google__gemini-2.5-flash,none,25.0,23,0.2896794212522027,0
Exponentiation,google__gemini-2.5-flash,none,11.0,23,0.1867415691058549,0
Exponentiation,google__gemini-2.5-flash,none,24.0,22,0.26416727288653213,0
Exponentiation,google__gemini-2.5-flash,none,22.0,24,0.19431312538976137,0
Exponentiation,google__gemini-2.5-flash,none,7.0,26,0.2009958419728431,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.134644590397851,0
Exponentiation,google__gemini-2.5-flash,none,5.0,27,0.0646272638863035,0
Exponentiation,google__gemini-2.5-flash,none,14.0,23,0.12796688929957326,0
Exponentiation,google__gemini-2.5-flash,none,20.0,24,0.10637171146091963,0
Exponentiation,google__gemini-2.5-flash,none,10.0,14,0.04486223563200146,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.1047784755243829,0
Exponentiation,google__gemini-2.5-flash,none,6.0,22,0.16662071929024422,0
Exponentiation,google__gemini-2.5-flash,none,11.0,65526,1.2449496792004273e-08,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.12204873948001731,0
Exponentiation,google__gemini-2.5-flash,none,9.0,65526,4.053433503428217e-11,0
Exponentiation,google__gemini-2.5-flash,none,6.0,65526,0.04681343300720241,0
Exponentiation,google__gemini-2.5-flash,none,24.0,10,0.1524012816986458,0
Exponentiation,google__gemini-2.5-flash,none,6.0,28,0.050633625372748486,0
Exponentiation,google__gemini-2.5-flash,none,7.0,27,0.05615538910249282,0
Exponentiation,google__gemini-2.5-flash,none,2.0,14,1.0,1
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.19404596561539514,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.17380671293015884,0
Exponentiation,google__gemini-2.5-flash,none,6.0,17,5.7927424201543713e-05,0
Exponentiation,google__gemini-2.5-flash,none,4.0,26,0.2379082648333307,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.02042562546442691,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.2744651760128408,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.23494245989023899,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.2105210554519107,0
Exponentiation,google__gemini-2.5-flash,none,14.0,23,0.24545978073511826,0
Exponentiation,google__gemini-2.5-flash,none,5.0,16,0.22554027533931045,0
Exponentiation,google__gemini-2.5-flash,none,11.0,23,0.02309646910758011,0
Exponentiation,google__gemini-2.5-flash,none,9.0,14,0.5560073952288769,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.11505333697989387,0
Exponentiation,google__gemini-2.5-flash,none,7.0,27,0.18203196524406381,0
Exponentiation,google__gemini-2.5-flash,none,15.0,23,0.14846086749410553,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.4731587176456746,0
Exponentiation,google__gemini-2.5-flash,none,25.0,10,0.26749611181528454,0
Exponentiation,google__gemini-2.5-flash,none,7.0,26,0.22927040586051053,0
Exponentiation,google__gemini-2.5-flash,none,6.0,15,0.5434807270768879,0
Exponentiation,google__gemini-2.5-flash,none,17.0,23,0.10046911066116126,0
Exponentiation,google__gemini-2.5-flash,none,21.0,9,0.16492409349623363,0
Exponentiation,google__gemini-2.5-flash,none,5.0,44963,8.701469162977997e-06,0
Exponentiation,google__gemini-2.5-flash,none,7.0,14,0.24642979340568746,0
Exponentiation,google__gemini-2.5-flash,none,6.0,22,0.23391573105461053,0
Exponentiation,google__gemini-2.5-flash,none,19.0,23,0.17758792333012624,0
Exponentiation,google__gemini-2.5-flash,none,14.0,22,0.10269218667259199,0
Exponentiation,google__gemini-2.5-flash,none,24.0,23,0.17382839795267488,0
Exponentiation,google__gemini-2.5-flash,none,6.0,14,0.5453701174236373,0
Exponentiation,google__gemini-2.5-flash,none,6.0,26,0.1626940081994967,0
Exponentiation,google__gemini-2.5-flash,none,6.0,26,0.1552086013868517,0
Exponentiation,google__gemini-2.5-flash,none,17.0,23,0.18470965357977223,0
Exponentiation,google__gemini-2.5-flash,none,7.0,65526,0.07890334963804296,0
Exponentiation,google__gemini-2.5-flash,none,5.0,16,0.4848219037940153,0
Exponentiation,google__gemini-2.5-flash,none,5.0,12,4.208178489664065e-06,0
Exponentiation,google__gemini-2.5-flash,none,10.0,36,0.017288384734626534,0
Exponentiation,google__gemini-2.5-flash,none,8.0,21,0.4525128825278083,0
Exponentiation,google__gemini-2.5-flash,none,5.0,26,0.21890863317007697,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.04321356224577355,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.25885411785055495,0
Exponentiation,google__gemini-2.5-flash,none,5.0,13,0.203401740141578,0
Exponentiation,google__gemini-2.5-flash,none,26.0,23,0.05955146665424215,0
Exponentiation,google__gemini-2.5-flash,none,10.0,65526,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.17048319058966446,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.11177309453113213,0
Exponentiation,google__gemini-2.5-flash,none,6.0,25,0.2174325590596698,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.09336224602384083,0
Exponentiation,google__gemini-2.5-flash,none,13.0,23,0.12819828046478368,0
Exponentiation,google__gemini-2.5-flash,none,14.0,22,0.24264124829531608,0
Exponentiation,google__gemini-2.5-flash,none,7.0,14,0.1977444069324162,0
Exponentiation,google__gemini-2.5-flash,none,6.0,15,0.20546862392628912,0
Exponentiation,google__gemini-2.5-flash,none,10.0,23,0.11060449434157693,0
Exponentiation,google__gemini-2.5-flash,none,11.0,15,0.202820777266524,0
Exponentiation,google__gemini-2.5-flash,none,6.0,16,0.516311009585085,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.08499792384073408,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.14353584448947482,0
Exponentiation,google__gemini-2.5-flash,none,6.0,15,0.4476712278678962,0
Exponentiation,google__gemini-2.5-flash,none,22.0,23,0.12457738795143734,0
Exponentiation,google__gemini-2.5-flash,none,7.0,17,0.07797124790749113,0
Exponentiation,google__gemini-2.5-flash,none,14.0,23,0.23433810014323564,0
Exponentiation,google__gemini-2.5-flash,none,9.0,24,0.1483969167963326,0
Exponentiation,google__gemini-2.5-flash,none,5.0,23,0.08468093882284815,0
Exponentiation,google__gemini-2.5-flash,none,5.0,17,0.17555821508440364,0
Exponentiation,google__gemini-2.5-flash,none,5.0,17,0.545650219854003,0
Exponentiation,google__gemini-2.5-flash,none,4.0,27,1.0,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.8100232274802031,0
Exponentiation,google__gemini-2.5-flash,none,6.0,23,0.2246788737867971,0
Exponentiation,google__gemini-2.5-flash,none,3.0,12,1.0,1
Exponentiation,google__gemini-2.5-flash,none,9.0,17,0.1372250635618742,0
Exponentiation,google__gemini-2.5-flash,none,26.0,23,0.26314096891933925,0
Exponentiation,google__gemini-2.5-flash,none,9.0,23,0.19456024396335508,0
Exponentiation,google__gemini-2.5-flash,none,4.0,14,0.0950904623685458,0
Exponentiation,google__gemini-2.5-flash,none,6.0,65526,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,6.0,23,5.784853097888617e-05,0
Exponentiation,google__gemini-2.5-flash,none,6.0,14,0.5470385170013455,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.09259063475572647,0
Exponentiation,google__gemini-2.5-flash,none,11.0,65526,9.5320555645473e-13,0
Exponentiation,google__gemini-2.5-flash,none,4.0,13,0.1346358048093023,0
Exponentiation,google__gemini-2.5-flash,none,5.0,27,0.08903661727439757,0
Exponentiation,google__gemini-2.5-flash,none,21.0,23,0.1377523257267219,0
Exponentiation,google__gemini-2.5-flash,none,8.0,19,0.003890891430629612,0
Exponentiation,google__gemini-2.5-flash,none,7.0,17,0.005883938067401634,0
Exponentiation,google__gemini-2.5-flash,none,20.0,9,0.09549586258537597,0
Exponentiation,google__gemini-2.5-flash,none,15.0,23,0.23929807647506066,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.2569648294859691,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.12878186775241654,0
Exponentiation,google__gemini-2.5-flash,none,8.0,21,0.06466636292623261,0
Exponentiation,google__gemini-2.5-flash,none,7.0,18,0.49119326471860114,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.26201955093113777,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.1295078314183468,0
Exponentiation,google__gemini-2.5-flash,none,9.0,23,0.008597419076018064,0
Exponentiation,google__gemini-2.5-flash,none,21.0,23,0.24685721615797787,0
Exponentiation,google__gemini-2.5-flash,none,23.0,23,0.13576739793108214,0
Exponentiation,google__gemini-2.5-flash,none,8.0,16,0.0005790786127358615,0
Exponentiation,google__gemini-2.5-flash,none,25.0,9,0.22364947661925055,0
Exponentiation,google__gemini-2.5-flash,none,15.0,23,0.07054171917769386,0
Exponentiation,google__gemini-2.5-flash,none,7.0,27,0.00196440843003494,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.16124858803023662,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.2653329815855171,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.1671011248709043,0
Exponentiation,google__gemini-2.5-flash,none,5.0,25,0.18118438057276695,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.2156276141829206,0
Exponentiation,google__gemini-2.5-flash,none,8.0,29,0.0057733942378649875,0
Exponentiation,google__gemini-2.5-flash,none,8.0,65526,5.789757820746054e-13,0
Exponentiation,google__gemini-2.5-flash,none,6.0,13,0.041194674743592924,0
Exponentiation,google__gemini-2.5-flash,none,8.0,14,0.18699200039304414,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.24138149291942812,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.4806509941094725,0
Exponentiation,google__gemini-2.5-flash,none,9.0,58330,2.242198149619078e-09,0
Exponentiation,google__gemini-2.5-flash,none,8.0,15,0.37212188676917857,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.22025875298042882,0
Exponentiation,google__gemini-2.5-flash,none,2.0,21,1.0,1
Exponentiation,google__gemini-2.5-flash,none,10.0,28,0.011198019920430626,0
Exponentiation,google__gemini-2.5-flash,none,6.0,17,0.34108206862772017,0
Exponentiation,google__gemini-2.5-flash,none,5.0,25,0.2174686318999455,0
Exponentiation,google__gemini-2.5-flash,none,23.0,24,0.08271820004807691,0
Exponentiation,google__gemini-2.5-flash,none,12.0,24,0.3569184063728309,0
Exponentiation,google__gemini-2.5-flash,none,8.0,26,0.137771233701938,0
Exponentiation,google__gemini-2.5-flash,none,7.0,27,0.2721352050445341,0
Exponentiation,google__gemini-2.5-flash,none,16.0,22,0.22510527900421282,0
Exponentiation,google__gemini-2.5-flash,none,5.0,23,0.18375999196410717,0
Exponentiation,google__gemini-2.5-flash,none,16.0,10,0.31434281686431426,0
Exponentiation,google__gemini-2.5-flash,none,6.0,25,0.09799047927150036,0
Exponentiation,google__gemini-2.5-flash,none,6.0,28,0.01626315659937259,0
Exponentiation,google__gemini-2.5-flash,none,8.0,26,0.21510368153454482,0
Exponentiation,google__gemini-2.5-flash,none,8.0,27,0.22488589954852145,0
Exponentiation,google__gemini-2.5-flash,none,7.0,17,0.388862372607031,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.4318991941630401,0
Exponentiation,google__gemini-2.5-flash,none,5.0,23,0.22570787298813225,0
Exponentiation,google__gemini-2.5-flash,none,20.0,23,0.13460298192412998,0
Exponentiation,google__gemini-2.5-flash,none,7.0,26,0.22800878977565872,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.045900303012917164,0
Exponentiation,google__gemini-2.5-flash,none,5.0,22,0.10625586159517289,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.22273795919621162,0
Exponentiation,google__gemini-2.5-flash,none,24.0,22,0.1741158217174594,0
Exponentiation,google__gemini-2.5-flash,none,12.0,23,0.09665787169485987,0
Exponentiation,google__gemini-2.5-flash,none,15.0,23,0.27798027990398405,0
Exponentiation,google__gemini-2.5-flash,none,7.0,27,0.243652748426021,0
Exponentiation,google__gemini-2.5-flash,none,11.0,23,0.24089199952189866,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.02521460093248938,0
Exponentiation,google__gemini-2.5-flash,none,4.0,15,0.028113399178823762,0
Exponentiation,google__gemini-2.5-flash,none,10.0,23,0.23645281208409136,0
Exponentiation,google__gemini-2.5-flash,none,10.0,22,0.21157825620967624,0
Exponentiation,google__gemini-2.5-flash,none,4.0,23,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,7.0,65526,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,9.0,26,0.2620680084103186,0
Exponentiation,google__gemini-2.5-flash,none,4.0,17,0.5629113380896277,0
Exponentiation,google__gemini-2.5-flash,none,14.0,23,0.16617141639272012,0
Exponentiation,google__gemini-2.5-flash,none,10.0,65526,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,5.0,24,0.3053567876660615,0
Exponentiation,google__gemini-2.5-flash,none,12.0,22,0.21111878281773452,0
Exponentiation,google__gemini-2.5-flash,none,6.0,22,0.1558521144895913,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.20041896215120192,0
Exponentiation,google__gemini-2.5-flash,none,5.0,23,0.13935578267254095,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.25578537387521677,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.07918824759663544,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.007226813878178747,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.013130279260003047,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.22122345063140736,0
Exponentiation,google__gemini-2.5-flash,none,10.0,23,0.14695799991189623,0
Exponentiation,google__gemini-2.5-flash,none,7.0,62873,0.18327138410632837,0
Exponentiation,google__gemini-2.5-flash,none,2.0,12,1.0,1
Exponentiation,google__gemini-2.5-flash,none,3.0,17,1.0,1
Exponentiation,google__gemini-2.5-flash,none,6.0,19,0.21372912058628632,0
Exponentiation,google__gemini-2.5-flash,none,9.0,26,0.05769724385685616,0
Exponentiation,google__gemini-2.5-flash,none,8.0,17,0.42645517884134965,0
Exponentiation,google__gemini-2.5-flash,none,22.0,23,0.1572846901355516,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.18957907068223565,0
Exponentiation,google__gemini-2.5-flash,none,7.0,16,0.46687069166721407,0
Exponentiation,google__gemini-2.5-flash,none,4.0,22,0.18583096805146568,0
Exponentiation,google__gemini-2.5-flash,none,8.0,23,0.248363579239345,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.19554295382706294,0
Exponentiation,google__gemini-2.5-flash,none,7.0,23,0.13436212551875767,0
Exponentiation,google__gemini-2.5-flash,none,9.0,65526,2.0672159330887144e-11,0
Exponentiation,google__gemini-2.5-flash,none,6.0,20,0.22473227592308959,0
Exponentiation,google__gemini-2.5-flash,none,8.0,36,0.0029021044375842076,0
Exponentiation,google__gemini-2.5-flash,none,4.0,20,0.0005846670067766509,0
Exponentiation,google__gemini-2.5-flash,none,6.0,14,0.0057752334362765004,0
Exponentiation,google__gemini-2.5-flash,none,8.0,24,-0.0,0
Exponentiation,google__gemini-2.5-flash,none,8.0,22,0.17130839740740242,0
Exponentiation,google__gemini-2.5-flash,none,7.0,22,0.08831466521103287,0
Exponentiation,google__gemini-2.5-flash,none,19.0,23,0.1443660418210081,0
Exponentiation,google__gemini-2.5-pro,high,5.0,1895,0.4479222661648402,0
Exponentiation,google__gemini-2.5-pro,high,11.0,7714,0.5069999527078232,0
Exponentiation,google__gemini-2.5-pro,high,7.0,5762,0.2795494358269422,0
Exponentiation,google__gemini-2.5-pro,high,6.0,3104,0.2219656605720997,0
Exponentiation,google__gemini-2.5-pro,high,7.0,14228,0.45894367732490965,0
Exponentiation,google__gemini-2.5-pro,high,10.0,3968,0.2560265619984377,0
Exponentiation,google__gemini-2.5-pro,high,7.0,3794,0.47275565057375085,0
Exponentiation,google__gemini-2.5-pro,high,21.0,6106,0.2672907252287496,0
Exponentiation,google__gemini-2.5-pro,high,10.0,4209,0.330429407815751,0
Exponentiation,google__gemini-2.5-pro,high,6.0,15741,0.4705931571355759,0
Exponentiation,google__gemini-2.5-pro,high,22.0,3558,0.3323274168143623,0
Exponentiation,google__gemini-2.5-pro,high,5.0,6043,0.39311893630020806,0
Exponentiation,google__gemini-2.5-pro,high,7.0,2464,0.3092986918175521,0
Exponentiation,google__gemini-2.5-pro,high,11.0,6445,0.26962764950019,0
Exponentiation,google__gemini-2.5-pro,high,4.0,12641,0.7257750393335315,0
Exponentiation,google__gemini-2.5-pro,high,5.0,4439,0.3839716842277896,0
Exponentiation,google__gemini-2.5-pro,high,5.0,5424,0.29391994433424873,0
Exponentiation,google__gemini-2.5-pro,high,4.0,1649,1.0,1
Exponentiation,google__gemini-2.5-pro,high,7.0,5244,0.35690087015293703,0
Exponentiation,google__gemini-2.5-pro,high,6.0,2162,0.32704001435346497,0
Exponentiation,google__gemini-2.5-pro,high,8.0,2697,0.23830881544709645,0
Exponentiation,google__gemini-2.5-pro,high,21.0,21189,0.42752160351209206,0
Exponentiation,google__gemini-2.5-pro,high,8.0,3020,0.2602414792641869,0
Exponentiation,google__gemini-2.5-pro,high,6.0,3705,0.413906047479074,0
Exponentiation,google__gemini-2.5-pro,high,7.0,2191,0.3308945502422988,0
Exponentiation,google__gemini-2.5-pro,high,5.0,4284,0.27339884525672764,0
Exponentiation,google__gemini-2.5-pro,high,6.0,3321,0.2960327757384395,0
Exponentiation,google__gemini-2.5-pro,high,6.0,6465,0.4364593331072285,0
Exponentiation,google__gemini-2.5-pro,high,7.0,11551,0.4266767477076511,0
Exponentiation,google__gemini-2.5-pro,high,6.0,5837,0.3529110017597378,0
Exponentiation,google__gemini-2.5-pro,high,5.0,1433,0.455285210934333,0
Exponentiation,google__gemini-2.5-pro,high,6.0,2095,0.3797997454816702,0
Exponentiation,google__gemini-2.5-pro,high,7.0,4040,0.41196995186003976,0
Exponentiation,google__gemini-2.5-pro,high,7.0,9996,0.34623210026078965,0
Exponentiation,google__gemini-2.5-pro,high,7.0,11088,0.39726763495437556,0
Exponentiation,google__gemini-2.5-pro,high,6.0,5082,0.4368580722210459,0
Exponentiation,google__gemini-2.5-pro,high,8.0,20860,0.5379491393902324,0
Exponentiation,google__gemini-2.5-pro,high,8.0,2429,0.2659951179335223,0
Exponentiation,google__gemini-2.5-pro,high,7.0,10379,0.4057660925461327,0
Exponentiation,google__gemini-2.5-pro,high,8.0,22404,0.8083523309055461,0
Exponentiation,google__gemini-2.5-pro,high,5.0,3096,1.0,1
Exponentiation,google__gemini-2.5-pro,high,6.0,7735,-0.0,0
Exponentiation,google__gemini-2.5-pro,high,25.0,23149,0.3597965093377198,0
Exponentiation,google__gemini-2.5-pro,high,7.0,3681,0.5034789848707005,0
Exponentiation,google__gemini-2.5-pro,high,24.0,20060,0.3587981189243176,0
Exponentiation,google__gemini-2.5-pro,high,22.0,13500,0.30252381428061403,0
Exponentiation,google__gemini-2.5-pro,high,8.0,4010,0.35761270743931345,0
Exponentiation,google__gemini-2.5-pro,high,20.0,21465,0.3606105800672374,0
Exponentiation,google__gemini-2.5-pro,high,16.0,5608,0.3243398689137835,0
Exponentiation,google__gemini-2.5-pro,high,26.0,14480,0.2935547988718149,0
Exponentiation,google__gemini-2.5-pro,high,7.0,9450,0.4756800255715262,0
Exponentiation,google__gemini-2.5-pro,high,10.0,13134,0.2239729061090042,0
Exponentiation,google__gemini-2.5-pro,high,7.0,4981,0.15514798387849518,0
Exponentiation,google__gemini-2.5-pro,high,10.0,3186,0.32946253335120623,0
Exponentiation,google__gemini-2.5-pro,high,10.0,12339,0.39592834466324317,0
Exponentiation,google__gemini-2.5-pro,high,21.0,20899,0.5303101123590591,0
Exponentiation,google__gemini-2.5-pro,high,8.0,8429,0.3620172475052993,0
Exponentiation,google__gemini-2.5-pro,high,6.0,2231,0.34890712435437793,0
Exponentiation,google__gemini-2.5-pro,high,6.0,9521,0.3610408442965541,0
Exponentiation,google__gemini-2.5-pro,high,6.0,8914,0.4461888950859539,0
Exponentiation,google__gemini-2.5-pro,high,14.0,9032,0.5034541544046902,0
Exponentiation,google__gemini-2.5-pro,high,6.0,3078,0.3090182244951449,0
Exponentiation,google__gemini-2.5-pro,high,6.0,1939,0.35742709291305347,0
Exponentiation,google__gemini-2.5-pro,high,5.0,22589,0.35536325512258826,0
Exponentiation,google__gemini-2.5-pro,high,20.0,7869,0.4707814242055155,0
Exponentiation,google__gemini-2.5-pro,high,5.0,4436,-0.0,0
Exponentiation,google__gemini-2.5-pro,high,4.0,825,1.0,1
Exponentiation,google__gemini-2.5-pro,high,9.0,6213,0.4711080908084087,0
Exponentiation,google__gemini-2.5-pro,high,11.0,20188,0.3465530240349045,0
Exponentiation,google__gemini-2.5-pro,high,7.0,1920,0.2658207668294093,0
Exponentiation,google__gemini-2.5-pro,high,21.0,17318,0.4342895744806502,0
Exponentiation,google__gemini-2.5-pro,high,20.0,17017,0.4615168129260682,0
Exponentiation,google__gemini-2.5-pro,high,4.0,9015,0.29702154668852393,0
Exponentiation,google__gemini-2.5-pro,high,27.0,25195,0.3050568539231699,0
Exponentiation,google__gemini-2.5-pro,high,8.0,14902,1.0,0
